go,0x676f,4638.209606986899
oo,0x6f6f,5527.001455604076
og,0x6f67,4197.161572052402
gl,0x676c,3809.5342066957787
le,0x6c65,8907.423580786026
ww,0x7777,13042.06695778748
ne,0x6e65,6817.248908296943
et,0x6574,5049.708879184862
tf,0x7466,488.646288209607
fl,0x666c,2070.305676855895
li,0x6c69,6709.0247452692865
ix,0x6978,952.8384279475983
mi,0x6d69,2547.6710334788936
ic,0x6963,8145.05094614265
cr,0x6372,1577.6564774381368
ro,0x726f,7761.6448326055315
os,0x6f73,2896.943231441048
so,0x736f,2839.4468704512374
of,0x6f66,1394.9781659388648
ft,0x6674,1101.528384279476
tl,0x746c,1143.7409024745268
pr,0x7072,6228.238719068413
od,0x6f64,4437.700145560408
ap,0x6170,7700.873362445414
pi,0x7069,4192.5036390101895
i-,0x692d,722.7802037845706
-g,0x2d67,587.4090247452692
lo,0x6c6f,6866.4483260553125
ob,0x6f62,2128.384279475982
ba,0x6261,2925.6914119359535
al,0x616c,8126.855895196506
da,0x6461,3319.141193595342
at,0x6174,6584.061135371179
ta,0x7461,6128.020378457059
ev,0x6576,3261.208151382824
ve,0x7665,4034.3522561863174
en,0x656e,7695.560407569142
nt,0x6e74,8588.427947598253
ts,0x7473,3138.573508005822
sa,0x7361,3005.09461426492
af,0x6166,1023.7991266375547
fe,0x6665,1198.1804949053858
eb,0x6562,2904.075691411936
br,0x6272,1213.245997088792
ow,0x6f77,1798.8355167394473
ws,0x7773,3385.8078602620094
si,0x7369,3287.336244541485
in,0x696e,12592.358078602621
ng,0x6e67,3875.5458515283844
ea,0x6561,5634.861717612809
is,0x6973,3509.6069868995637
ch,0x6368,4060.407569141194
hn,0x686e,365.57496360989813
na,0x6e61,6358.078602620087
ae,0x6165,510.0436681222708
pa,0x7061,2840.0291120815136
ar,0x6172,8032.314410480349
rt,0x7274,3576.564774381368
tn,0x746e,535.8806404657932
er,0x6572,12868.049490538573
re,0x7265,10063.609898107714
pp,0x7070,4077.8020378457054
iv,0x6976,1995.7787481804949
nr,0x6e72,338.646288209607
rd,0x7264,2191.339155749636
dp,0x6470,622.0524017467249
wi,0x7769,1712.3726346433768
nd,0x6e64,3847.45269286754
do,0x646f,3139.8835516739446
su,0x7375,1729.330422125182
up,0x7570,1530.7860262008735
pd,0x7064,582.5327510917031
te,0x7465,9456.040756914119
ou,0x6f75,6282.678311499272
ub,0x7562,2298.5443959243084
bl,0x626c,2676.419213973799
ec,0x6563,4901.892285298399
cl,0x636c,4706.4046579330425
ck,0x636b,2743.231441048035
ct,0x6374,2813.100436681223
ld,0x6c64,1045.7059679767106
dl,0x646c,512.0815138282387
ie,0x6965,2427.8748180494904
se,0x7365,6568.413391557497
rv,0x7276,1925.4730713245997
vi,0x7669,5935.298398835517
ce,0x6365,5173.289665211062
es,0x6573,8242.139737991265
eu,0x6575,1538.9374090247452
us,0x7573,6015.866084425036
rc,0x7263,2404.075691411936
co,0x636f,11443.377001455605
on,0x6f6e,10029.184861717613
e-,0x652d,2535.080058224163
-a,0x2d61,3248.326055312955
an,0x616e,7062.663755458516
ly,0x6c79,1448.471615720524
yt,0x7974,733.6972343522563
ti,0x7469,6385.007278020379
cs,0x6373,2154.4395924308587
tt,0x7474,1321.97962154294
gs,0x6773,1089.519650655022
s-,0x732d,4012.0087336244546
-w,0x2d77,1029.5487627365358
to,0x746f,4354.148471615721
nl,0x6e6c,1410.5531295487629
gi,0x6769,1689.5924308588062
pl,0x706c,2399.708879184862
ff,0x6666,949.0538573508006
fi,0x6669,2494.8326055312955
ps,0x7073,1643.1586608442503
la,0x6c61,4456.2590975254725
ay,0x6179,1652.4017467248907
fa,0x6661,1380.5676855895197
ac,0x6163,4179.475982532751
bo,0x626f,1933.9883551673945
ok,0x6f6b,1364.4832605531296
am,0x616d,6123.508005822416
ma,0x6d61,7870.087336244542
az,0x617a,2586.0262008733625
zo,0x7a6f,1783.333333333333
aw,0x6177,2195.050946142649
fo,0x666f,2142.503639010189
ad,0x6164,3984.71615720524
ds,0x6473,2240.320232896652
bi,0x6269,1713.53711790393
el,0x656c,4331.295487627365
lf,0x6c66,312.372634643377
e3,0x6533,205.16739446870452
36,0x3336,911.4992721979621
65,0x3635,349.9272197962154
ex,0x6578,3278.2387190684135
xu,0x7875,301.67394468704515
sr,0x7372,551.8195050946143
ru,0x7275,1098.2532751091703
ul,0x756c,1021.17903930131
mt,0x6d74,658.2969432314411
lk,0x6c6b,378.74818049490534
nc,0x6e63,2466.2299854439593
sk,0x736b,1009.8981077147016
ky,0x6b79,341.8486171761281
yp,0x7970,480.6404657933042
pe,0x7065,2562.590975254731
lh,0x6c68,283.1877729257642
h3,0x6833,52.76564774381368
yo,0x796f,549.3449781659389
ut,0x7574,2566.0116448326053
tu,0x7475,1588.5007278020378
be,0x6265,2708.951965065502
ak,0x616b,1928.3842794759826
ka,0x6b61,1930.6404657933044
dn,0x646e,6586.462882096071
ns,0x6e73,5218.1222707423585
ag,0x6167,2931.3682678311498
gm,0x676d,370.8151382823872
ge,0x6765,5596.360989810772
ai,0x6169,3875.4730713245995
ed,0x6564,6730.858806404657
dg,0x6467,2454.949053857351
s4,0x7334,175.254730713246
di,0x6469,4314.48326055313
ig,0x6967,2227.3653566229987
om,0x6f6d,6650.9461426492
mp,0x6d70,1606.6957787481804
ud,0x7564,3349.0538573508
ms,0x6d73,1877.8748180494906
sn,0x736e,3707.4963609898105
ls,0x6c73,1746.4337700145559
cc,0x6363,1285.4439592430858
un,0x756e,2707.7147016011645
t-,0x742d,2567.83114992722
au,0x6175,1335.8078602620087
il,0x696c,3783.8427947598257
ll,0x6c6c,2579.2576419213974
it,0x6974,4812.809315866084
st,0x7374,10510.698689956333
ya,0x7961,782.532751091703
ah,0x6168,517.2489082969432
ho,0x686f,3058.0786026200867
ri,0x7269,4225.254730713245
ia,0x6961,3849.1266375545847
ip,0x6970,2229.330422125182
v1,0x7631,399.34497816593887
10,0x3130,1511.7176128093158
nf,0x6e66,1702.401746724891
sy,0x7379,807.2780203784571
yn,0x796e,707.4235807860262
ca,0x6361,4782.96943231441
io,0x696f,3204.5123726346433
x1,0x7831,120.66957787481806
pu,0x7075,1867.6855895196506
sh,0x7368,3402.911208151383
s6,0x7336,105.09461426491995
aa,0x6161,872.7802037845705
im,0x696d,2725.109170305677
mg,0x6d67,1078.5298398835516
bs,0x6273,1071.3973799126638
tr,0x7472,4881.659388646289
ra,0x7261,6233.624454148471
-d,0x2d64,1309.6797671033478
oc,0x6f63,2472.8529839883554
sp,0x7370,2557.2780203784573
d2,0x6432,205.0946142649199
oa,0x6f61,1051.1644832605532
ga,0x6761,1925.8369723435228
ew,0x6577,1906.5502183406113
wa,0x7761,1722.7802037845706
gv,0x6776,720.1601164483261
vt,0x7674,726.4919941775837
t1,0x7431,836.8995633187773
me,0x6d65,5928.893740902475
p-,0x702d,994.6142649199418
-m,0x2d6d,1845.924308588064
as,0x6173,5817.103347889374
ur,0x7572,3522.343522561863
em,0x656d,2792.503639010189
gr,0x6772,1574.9636098981075
ph,0x7068,985.2256186317321
cd,0x6364,4834.425036390102
ha,0x6861,3145.5604075691413
ep,0x6570,2419.505094614265
po,0x706f,3918.9228529839884
oi,0x6f69,1589.301310043668
tp,0x7470,886.2445414847163
pc,0x7063,718.7045123726347
sm,0x736d,1195.8515283842796
sc,0x7363,3109.970887918487
ee,0x6565,2240.9024745269285
n-,0x6e2d,4150.145560407569
-p,0x2d70,2642.4308588064046
or,0x6f72,7838.937409024745
dr,0x6472,1001.5283842794761
s2,0x7332,544.1048034934497
gn,0x676e,620.0145560407569
r-,0x722d,1171.542940320233
nn,0x6e6e,1043.5953420669578
h5,0x6835,87.40902474526929
sb,0x7362,547.5254730713245
-o,0x2d6f,482.38719068413394
sx,0x7378,93.52256186317321
pk,0x706b,153.9301310043668
